listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,booked_365,revenue,rent_term
27934,Nice room with superb city view,120437,Nuttee,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,3,65,2020-01-06,0.5,2,353,0,12,22860,Short
27979,"Easy going landlord,easy place",120541,Emy,Bang Na,13.66818,100.61674,Private room,1316,1,0,,0.0,2,358,0,7,9212,Short
28745,modern-style apartment in Bangkok,123784,Familyroom,Bang Kapi,13.75232,100.62402,Private room,800,60,0,,0.0,1,365,0,0,0,Long
35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,Din Daeng,13.78823,100.57256,Private room,1286,7,2,2022-04-01,0.03,1,323,1,42,54012,Short
941865,Suite Room 3 at MetroPoint,610315,Kasem,Bang Kapi,13.76872,100.63338,Private room,1905,1,0,,0.0,3,365,0,0,0,Short
1704776,NEw Pro!!  Bungalow Bkk Centre,2129668,Wimonpak,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,19,2017-08-03,0.17,41,365,0,0,0,Long
48736,Condo with Chaopraya River View,222005,Athitaya,Rat Burana,13.68556,100.49535,Private room,1558,3,1,2014-02-03,0.01,1,365,0,0,0,Short
1738669,1 chic bedroom apartment in BKK,7045870,Jiraporn,Chatu Chak,13.82925,100.56737,Entire home/apt,1461,1,0,,0.0,1,365,0,0,0,Short
1744248,"Batcave, Pool view, near Chatuchak",9181769,Nol,Chatu Chak,13.81693,100.56433,Entire home/apt,1558,3,10,2016-03-29,0.09,1,365,0,0,0,Short
952677,Standard Room Decor do Hostel,5171292,Somsak,Khlong San,13.7204,100.50757,Private room,700,2,4,2019-12-27,0.03,10,87,0,278,194600,Short
55681,Sathorn Terrace Apartment(61),263049,Tor,Bang Rak,13.71934,100.5176,Private room,1150,2,27,2019-01-03,0.19,7,320,0,45,51750,Short
1765918,2BR apt in a cozy neighborhood,9279712,Jing,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,2022-09-30,1.17,1,356,1,9,17037,Short
55686,Comfy bedroom near River pier & BTS  Taksin.,263049,Tor,Sathon,13.71802,100.51539,Hotel room,1862,2,208,2019-12-02,1.44,7,361,0,4,7448,Short
59221,budget hotel bangkok near subway,284095,Mimi,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,2018-07-30,0.02,2,365,0,0,0,Short
959254,"Deluxe Condo, Nana, Pool/GYM/Sauna",5153476,Natcha,Khlong Toei,13.71516,100.56806,Entire home/apt,1400,30,0,,0.0,1,365,0,0,0,Long
62217,Luxury@swimpool/FreeWiFi/nearJJMkt,302658,Srisuk,Phaya Thai,13.79152,100.53982,Private room,4156,1,0,,0.0,1,365,0,0,0,Short
1791481,Nice and Quiet condo near BTS Onnut,9399478,Piyakorn,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,30,78,2019-05-31,0.78,1,330,0,35,55195,Long
960858,"New, Stylish & Luxury Studio Condo",3769704,Pat,Sai Mai,13.9077,100.64473,Private room,1500,1,0,,0.0,1,365,0,0,0,Short
113744,River View - Ivy Condo (1 Bedroom),578110,Muay,Rat Burana,13.68568,100.49231,Private room,1385,30,0,,0.0,1,365,0,0,0,Long
965722,Siamese Gioia on Sukhumvit 31,5265861,Chuchart,Vadhana,13.74444,100.57003,Private room,3775,30,3,2018-12-24,0.05,1,364,0,1,3775,Long
1808600,Contemporary Modern Duplex-Thong Lo,9478184,Shine,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,60,83,2018-09-12,0.75,1,55,0,310,644180,Long
118118,Pan Dao Condo 5 min from BTS On Nut,596463,Dustin,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,2,3,2013-10-09,0.02,1,364,0,1,1732,Short
1816517,1 BR condominium center BKK +NETFLIX+55SQM,8492603,Sudhichai,Ratchathewi,13.75351,100.53308,Entire home/apt,2000,27,76,2018-04-05,0.7,1,263,0,102,204000,Short
969792,1 penthouse in central Bangkok,5297436,Anya,Ratchathewi,13.7547,100.53268,Entire home/apt,3082,1,0,,0.0,1,365,0,0,0,Short
121410,"MetroPoint Suite Room, Near Airport",610315,Kasem,Bang Kapi,13.76747,100.63287,Private room,1190,1,0,,0.0,3,365,0,0,0,Short
145343,Boutique Rooms Near Bangkok Airport,703944,Parinya,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,2022-11-25,0.28,1,349,13,16,21264,Short
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,2019-12-31,0.64,3,350,0,15,31170,Short
156583,Studio near Chula University/Silom walk to MRT/BTS,58920,Gael,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2022-11-25,0.47,2,95,2,270,317520,Short
1823321,กรองทองแมนชั่น (ลาดพร้าว 81),9545111,Penjit,Wang Thong Lang,13.78938,100.6134,Private room,600,1,0,,0.0,1,365,0,0,0,Short
159854,Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7,766443,Gerd,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,2022-12-08,1.58,3,207,7,158,262122,Short
976690,Beautiful 1 BR apartment @BTS Ari,5344120,Nattavut,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,2022-11-15,0.77,4,336,2,29,40600,Short
166267,1Bed apt. near Chula University/Silom,58920,Gael,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,2022-11-30,0.54,2,156,5,209,385187,Short
169285,Stay at the ROARING RATCHADA!,806600,Frances,Huai Khwang,13.78118,100.58349,Private room,1316,1,0,,0.0,1,365,0,0,0,Short
978969,"60 m2 apartment in Thong Lor, Bangkok",5358785,Danny,Vadhana,13.73224,100.57803,Entire home/apt,1870,4,5,2019-11-10,0.05,1,331,0,34,63580,Short
1842066,ICONSIAM River view  on 49th floor,9626074,Weera,Bang Rak,13.72287,100.51678,Private room,2500,180,15,2015-12-08,0.14,1,88,0,277,692500,Long
169514,2br apt in Sukhumvit Asoke near BTS,729617,Kanchuya,Vadhana,13.74464,100.55784,Entire home/apt,1732,90,0,,0.0,1,365,0,0,0,Long
1849029,Self catering cozy1-bed near BTS,9652914,Jirasak,Vadhana,13.7137,100.59637,Entire home/apt,1300,30,7,2018-12-18,0.06,1,365,0,0,0,Long
1862089,❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,2022-12-07,3.77,37,355,1,10,12000,Short
985743,Room with city view of BKK,5309669,Apiradee,Sathon,13.71803,100.54654,Private room,3500,3,0,,0.0,3,363,0,2,7000,Short
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,2022-12-15,0.8,3,339,10,26,46670,Short
172332,Tranquility found in busy Bangkok near new skytran,822284,Rae And Charlie,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,2019-02-20,0.17,7,145,0,220,220000,Short
1016487,Private room in Bangkok,5594281,Yodying,Chatu Chak,13.82148,100.58326,Private room,350,30,0,,0.0,1,365,0,0,0,Long
1862331,☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪,8214044,Evan From Sanctuary House,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,2022-12-15,2.59,8,350,7,15,21750,Short
1862377,☞Downtown Central Studio-Bangkok MRT,8214044,Evan From Sanctuary House,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,2022-12-11,3.0,8,331,9,34,40800,Short
1887544,"""Serviced 2 Bed Scenic SkyVillas""",6132593,Salvatore,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,2022-11-30,1.07,7,134,12,231,867867,Short
1888303,Cozy 1BR rooftop (BTS Ploenchit) heart of bangkok,9821998,Pichanee,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,11,2018-07-02,0.15,1,16,0,349,520010,Short
1019241,Chic two bedroom for Monthly rental,3323622,Phoebe,Bang Rak,13.72687,100.52725,Entire home/apt,2701,30,104,2020-02-20,0.89,1,0,0,365,985865,Long
241416,Sukhumvit52 near SkyTrain to BkkCBD,960892,Vajirune,Phra Khanong,13.70169,100.5977,Private room,2251,3,0,,0.0,1,365,0,0,0,Short
1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,2022-12-15,4.02,7,320,29,45,38970,Short
1028469,One Bedroom Suite- WIFI- SATHORN,2148220,Marvin,Sathon,13.71602,100.52663,Private room,2696,1,0,,0.0,3,356,0,9,24264,Short
1028486,STUDIO RM2 - WIFI- SATHORN,2148220,Marvin,Sathon,13.71798,100.52841,Private room,1736,1,4,2014-11-12,0.04,3,356,0,9,15624,Short
1035589,Quiet Double  Bed Apartment,4115838,Primrose,Thawi Watthana,13.79274,100.33377,Private room,1800,2,1,2022-10-25,0.46,3,242,1,123,221400,Short
1035640,Quiet Double Bed Apartment,4115838,Primrose,Thawi Watthana,13.79315,100.33356,Private room,1800,2,0,,0.0,3,256,0,109,196200,Short
1897982,Suvarnabhumi free transfer,8362130,Luckana,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,1,43,2020-03-03,0.39,2,365,0,0,0,Short
296960,Luxury&Comfy wthWifi walk-distance to Subwy-Malls,175729,Mitch & Mam,Chatu Chak,13.80926,100.56892,Entire home/apt,900,358,56,2019-08-04,0.43,1,365,0,0,0,Long
1898332,"Apr. for rent full fur 1 bedroom, monthly",4837310,Veesa,Bang Na,13.67805,100.62451,Private room,400,180,0,,0.0,1,364,0,1,400,Long
1041976,Long-stay special rate spacious entire floor Siam,5735895,Pariya,Parthum Wan,13.74814,100.52016,Entire home/apt,2900,365,295,2021-08-21,2.61,3,0,0,365,1058500,Long
313459,One Bed Room at Sukumvit 50 Bangkok,1611711,Nichapat,Khlong Toei,13.71513,100.5683,Private room,2226,1,0,,0.0,1,364,0,1,2226,Short
1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,2022-12-18,0.27,6,59,4,306,272340,Short
1926489,Ideo Blucove Sukhumvit Bangkok,9434109,Sander,Bang Na,13.67998,100.61074,Entire home/apt,1500,29,0,,0.0,1,365,0,0,0,Short
320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,2022-09-20,0.51,1,167,1,198,342936,Long
1933894,"NewlyRenovated! 3Br,SingleHouse, Park/BTS/Airport.",9509219,Piya,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,2022-11-28,0.03,8,180,2,185,627890,Short
1057173,"IdeoMix, Sukhumvit RD, close to BTS",5822937,Piya,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,2022-12-05,1.54,1,219,5,146,134612,Short
1060320,Mix Dorm  Decor do Hostel,5171292,Somsak,Khlong San,13.72214,100.50752,Shared room,350,1,12,2020-02-08,0.12,10,87,0,278,97300,Short
384924,Oasis in the heart of Bangkok,1667508,Siriwipa,Ratchathewi,13.74902,100.55652,Entire home/apt,866,90,94,2022-08-31,0.75,1,142,1,223,193118,Long
1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,Sathon,13.71498,100.53312,Private room,1543,1,40,2022-12-09,0.46,4,149,10,216,333288,Short
1077493,Inn Saladaeng - Superior hotel room,5929404,Inn Saladaeng & The Sathon Vimanda,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,2022-09-01,0.33,2,176,1,189,300321,Short
1943048,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",9906827,Nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,2022-12-06,2.72,1,129,19,236,299956,Short
385130,❂Citycenter✔Subway station✔Private Bathroom4Aircon,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,396,2020-04-30,3.02,37,361,0,4,3200,Short
385278,Nice River View Condominium 30 sq.m,1928343,Chanvit,Rat Burana,13.68426,100.49841,Private room,1558,1,0,,0.0,1,365,0,0,0,Short
385979,Monthly rent 2Beds/2Baths quiet APT at BTS,1681901,Pornpan,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,80,2020-01-28,0.62,1,330,0,35,61145,Long
390611,Sukhumvit apartment near Nana BTS,807406,Hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,2022-11-28,1.45,1,230,13,135,107595,Short
1079039,Spacious 1Bed apartment,5935474,Tisa,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,,0.0,1,180,0,185,216265,Short
393066,✺✺99 feet in the sky✺✺,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,2022-10-01,3.39,37,334,10,31,25699,Short
397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,Sathon,13.71782,100.51622,Private room,950,1,39,2022-10-01,0.3,7,301,2,64,60800,Short
405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter,Vadhana,13.73816,100.56495,Entire home/apt,1400,28,32,2022-10-31,0.25,2,120,5,245,343000,Short
1088343,"2 bed 2 bath, BTS, Supermarkets, Monthly",5981006,Sibyl,Vadhana,13.7104,100.60171,Entire home/apt,2355,30,19,2020-01-04,0.17,1,356,0,9,21195,Long
1094136,"Private, relaxed with amenities",5793490,Nicky,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,2022-11-26,0.18,6,75,1,290,284200,Short
1961981,S1 hostel (Dorm) Sathorn Bangkok,10138065,S1,Sathon,13.72157,100.54509,Shared room,330,1,82,2019-12-09,0.83,3,358,0,7,2310,Short
407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,2022-09-14,0.15,1,44,1,321,1200540,Short
1975849,1 BDM CONDO SAPHAN KWAI/ARI walk to JJ/BTS/MRT,8480912,Chris And Lek,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,2022-09-01,0.27,1,145,4,220,220000,Short
1133843,เฮ้าส์โหมด House Mode,6220137,Prapussorn,Thon buri,13.72646255738608,100.49129336748284,Private room,800,1,0,,0.0,1,365,0,0,0,Short
413824,❂100% Private&Central Light EnSuite,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,325,2020-03-14,2.67,37,358,0,7,5600,Short
428360,Spacious Studio kitchen/wifi,2129668,Wimonpak,Yan na wa,13.69673,100.53202,Entire home/apt,1143,200,35,2019-03-04,0.27,41,365,0,0,0,Long
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-10-24,0.31,41,365,0,0,0,Long
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,Bang Kho laen,13.69977,100.52652,Entire home/apt,831,365,14,2013-11-01,0.11,41,270,0,95,78945,Long
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,2022-12-14,1.0,41,365,5,0,0,Short
430691,5. Bangkok Bright Apartment -WIFI,2129668,Wimonpak,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,2016-11-05,0.23,41,365,0,0,0,Long
430703,"6. Bangkok nice, cosy Apartment 201",2129668,Wimonpak,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,2022-11-13,0.38,41,346,3,19,16910,Short
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,Bang Kho laen,13.70086,100.52276,Entire home/apt,1211,365,8,2013-06-28,0.07,41,365,0,0,0,Long
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,Sathon,13.71922,100.5255,Private room,1736,1,14,2017-02-23,0.12,3,356,0,9,15624,Short
439051,Luxury Riverview Teakwood Apartment-Great Views :),2122791,Maam & Hermann,Yan na wa,13.67317,100.54406,Hotel room,1558,2,120,2020-02-28,0.93,1,361,0,4,6232,Short
1138679,1 Bed Pool Access Onnut BTS,4877320,Nisa,Suanluang,13.71119,100.63334,Entire home/apt,970,21,1,2013-07-01,0.01,2,272,0,93,90210,Short
1976962,River Side Luxury View,10204823,Jahidul,Yan na wa,13.70497,100.55134,Private room,2500,1,0,,0.0,1,364,0,1,2500,Short
449782,BKK Center Fab studio1150 free wifi,2129668,Wimonpak,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,2022-10-30,0.47,41,162,1,203,188587,Short
449826,Loft by the Church w kitchen/wifi near Sathon,2129668,Wimonpak,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,2018-03-31,0.31,41,347,0,18,12060,Short
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,2022-12-12,0.4,41,359,3,6,4320,Short
527553,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",2592798,Nokina,Chatu Chak,13.82841,100.57103,Entire home/apt,1004,2,24,2018-07-22,0.19,2,0,0,365,366460,Short
1980886,New and Modern Spacious Apartment,10222460,Preeda,Phra Khanong,13.6937,100.59897,Entire home/apt,1385,3,0,,0.0,1,364,0,1,1385,Short
1982413,Hip Studio ♥ Of BKK+River+BTS+WIFI,3346331,Bee,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,2022-12-15,3.67,7,304,19,61,49471,Short
1986193,Condo QUATTRO @Thonglor Near BTS,10246374,Arika,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,2022-12-16,0.05,3,62,1,303,606000,Short
2018775,Big quiet Studio for weekly monthly long term Stay,7454779,Lily Duangdao,Sathon,13.720317,100.54586,Private room,1629,4,4,2022-10-23,0.7,7,82,4,283,461007,Short
2064413,BH : Double Room - Near BTS,8664261,Kriengkrai,Sathon,13.71659,100.51588,Private room,835,1,0,,0.0,7,365,0,0,0,Short
2065054,Suite with Balcony,8664261,Kriengkrai,Sathon,13.71655,100.51384,Private room,926,1,1,2019-04-13,0.02,7,365,0,0,0,Short
2065536,Room + Shared Shower Room near BTS,8664261,Kriengkrai,Sathon,13.71496,100.51406,Private room,866,1,0,,0.0,7,365,0,0,0,Short
2065699,BANGKOK HUB Studio Room+Shower Room,8664261,Kriengkrai,Sathon,13.718,100.51573,Private room,650,1,0,,0.0,7,365,0,0,0,Short
2067731,BANGKOK HUB : Standard Double Room,8664261,Kriengkrai,Sathon,13.71662,100.51572,Shared room,866,1,2,2019-01-01,0.03,7,365,0,0,0,Short
1151862,phiyapa,6313832,Psirivedin,Don Mueang,13.9277,100.58757,Private room,1250,1,0,,0.0,1,365,0,0,0,Short
1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,2022-12-18,1.15,4,342,56,23,59133,Short
1187726,Private Studio Bed Room Walkable from BTS Ari,5402740,Nattha,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,18,2021-03-15,0.41,1,323,0,42,42000,Long
534241,Stunning 24th Fl Terrace Penthouse!,2625384,Mike,Chatu Chak,13.80994,100.5651,Entire home/apt,4156,30,0,,0.0,1,348,0,17,70652,Long
1206077,CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool,6586465,Tayawat,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,9,34,2021-05-17,0.32,1,167,0,198,761706,Short
1208204,Deluxe Condo at perfect location 2-0,766443,Gerd,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,2022-12-14,1.83,3,130,20,235,348975,Short
2068795,Wow! Entire 3 story house in Bangkok,9390848,VeeZa,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2022-12-20,2.97,1,154,2,211,593754,Short
580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,2022-11-25,0.95,37,346,11,19,13433,Short
581755,Brand New room near Airport Railway,2864425,Urcha,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,2013-12-03,0.01,1,364,0,1,1316,Short
2068972,State tower riverview 42th freewifi,10581237,Anchana,Bang Rak,13.72225,100.51642,Private room,2061,30,11,2015-09-02,0.1,4,365,0,0,0,Long
2069445,1Br riverview 42th State tower wifi,10581237,Anchana,Bang Rak,13.72221,100.51568,Private room,2061,30,3,2015-09-01,0.03,4,365,0,0,0,Long
2070131,"Cozy Studio by BTS: Wifi, Pool #2",1780407,Feb,Phra Khanong,13.69821,100.60626,Entire home/apt,600,120,77,2022-11-30,0.7,6,244,2,121,72600,Long
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,2022-12-08,3.39,37,344,10,21,15750,Short
1218098,Transit DMK & Not far from Impact,6647138,NiNew,Lak Si,13.88974,100.56257,Private room,800,1,27,2016-04-08,0.23,4,353,0,12,9600,Short
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,2022-12-13,1.84,37,349,4,16,11088,Short
1218842,F/F Studio APT For Rent. ARI BTS.,6648722,Taweewat  (Ken),Phaya Thai,13.78148,100.54868,Private room,1088,2,1,2019-01-04,0.02,2,365,0,0,0,Short
608624,Big Jacuzzi+BTS/BRT+wifi 100mbps,2940438,Kinifrog,Thon buri,13.71699,100.4783,Entire home/apt,2000,7,0,,0.0,19,354,0,11,22000,Short
688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,Bang Na,13.67926,100.61655,Entire home/apt,808,29,147,2022-11-30,1.18,6,317,2,48,38784,Short
691478,Studio ๏ Affordable comfort,3533863,Sarasinee,Phaya Thai,13.78887,100.56009,Entire home/apt,500,30,4,2012-12-15,0.03,1,365,0,0,0,Long
715652,Cosy 1 bed room service apartment!,3687435,Avinash,Din Daeng,13.78777,100.56551,Entire home/apt,866,1,6,2015-10-18,0.05,1,365,0,0,0,Short
1227663,Hip Luxury Apt in Best Location,5469059,Andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,2022-12-04,1.03,1,54,1,311,963167,Short
2071610,Metro view of studio near BTS Ari,9701189,Tam,Phaya Thai,13.78686,100.54951,Entire home/apt,850,30,14,2020-01-10,0.13,1,362,0,3,2550,Long
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,Sathon,13.72109,100.53915,Entire home/apt,1212,300,35,2022-06-17,0.31,3,271,3,94,113928,Long
2075095,"Top of ""Old Siam""- 17th floor views",368001,Melissa And Kurt,Phra Nakhon,13.76473,100.49718,Entire home/apt,935,30,34,2022-06-19,0.31,1,255,1,110,102850,Long
1235695,Furnished studio 5min from Skytrain,4583001,Suchela,Phaya Thai,13.78761,100.55319,Entire home/apt,623,365,0,,0.0,2,365,0,0,0,Long
722660,"Bangkok View, Luxurious 1 bedroom,Sathorn.",3734436,Chok,Sathon,13.70644,100.52544,Entire home/apt,1212,21,0,,0.0,2,365,0,0,0,Short
1244333,"Private Room@Chatuchak,BTS,JJ market,DMK airport",2087671,Apipu,Phaya Thai,13.79221,100.54631,Private room,399,1,33,2020-03-15,0.78,1,0,0,365,145635,Short
2076867,U Delight  @ Jatujak Station,10613827,Atsanai,Chatu Chak,13.79844,100.55726,Entire home/apt,591,365,0,,0.0,1,365,0,0,0,Long
2077641,1BR River view 19th State tower,10581237,Anchana,Bang Rak,13.72007,100.51711,Private room,1300,30,3,2015-01-01,0.03,4,365,0,0,0,Long
2077825,Le Siam heritage Residence,10581237,Anchana,Bang Rak,13.72063,100.51611,Private room,1300,30,0,,0.0,4,365,0,0,0,Long
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,Sathon,13.72075,100.53993,Entire home/apt,1558,21,2,2018-12-05,0.04,2,364,0,1,1558,Short
729015,NEW River Condo Center BTS temples,3785867,Julia,Khlong San,13.72077,100.51202,Entire home/apt,3281,360,37,2018-04-30,0.3,2,364,0,1,3281,Long
2084034,Unique 2 bd-apt right above pool,10297749,Tash,Vadhana,13.73332,100.57099,Entire home/apt,2220,21,58,2022-11-18,0.53,2,346,2,19,42180,Short
1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,2022-12-14,1.79,41,355,6,10,7030,Short
736372,Luxury Condo @ The Heart of Bangkok,3843977,Marc,Vadhana,13.74283,100.58651,Entire home/apt,1974,180,0,,0.0,1,365,0,0,0,Long
1302302,2 Bed Serviced Penthouse SkyVillas,6132593,Salvatore,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,2022-11-11,1.19,7,144,3,221,830297,Short
1316688,Contemporary Modern Duplex - Thonglor,5394070,Eva,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,30,81,2022-10-07,0.72,1,0,3,365,543485,Long
742497,Chao Phraya Rumors,3837874,Fr,Samphanthawong,13.73989,100.50179,Private room,1732,5,1,2013-08-18,0.01,1,365,0,0,0,Short
1338281,Loft Studio 6 min BTS Sapan Taksin,2129668,Wimonpak,Sathon,13.71506,100.51319,Entire home/apt,1100,100,117,2019-05-30,1.02,41,365,0,0,0,Long
1338489,FABB Modern 4. BTS Sapan Taksin,2129668,Wimonpak,Sathon,13.7133,100.51337,Entire home/apt,1100,1,146,2020-03-02,1.27,41,167,0,198,217800,Short
2112940,Great Studio in Great Area 24Sqm.,10772928,Yair,Suanluang,13.72383,100.61609,Entire home/apt,1306,28,2,2015-01-15,0.02,4,347,0,18,23508,Short
2118606,City heart resort style condo.,10802851,Susie,Phaya Thai,13.78064,100.54393,Entire home/apt,1385,3,7,2017-07-26,0.07,1,348,0,17,23545,Short
2124717,Large cozy Studio in on nut 17,5469970,Yair,Suanluang,13.7234,100.61828,Entire home/apt,1212,10,10,2017-08-10,0.1,10,365,0,0,0,Short
742693,New & Nice 1 Bed Apt Thonglor BTS,3888806,Nulek,Khlong Toei,13.72062,100.58019,Entire home/apt,1732,2,0,,0.0,1,347,0,18,31176,Short
2130543,Bangkok Riverside near Asiatique,8954433,Benz,Bang Kho laen,13.7016,100.50262,Entire home/apt,4800,2,18,2016-12-24,0.2,2,357,0,8,38400,Short
2133513,Amazing studio in Onnut,10772928,Yair,Suanluang,13.72158,100.61654,Entire home/apt,999,10,11,2022-10-31,0.12,4,358,2,7,6993,Short
768019,Luxury 2BR Pool Villa /Cul-de-Sac (4 weeks +),2975807,Ingo,Vadhana,13.73668,100.56693,Entire home/apt,4156,28,4,2015-08-11,0.03,2,271,0,94,390664,Short
801844,Big space in eastern BKK,121622,Anchalee,Bang Kapi,13.75878,100.64988,Entire home/apt,519,4,1,2016-11-09,0.01,1,181,0,184,95496,Short
808870,Chambre privée en condominium,4255924,Arnaud,Khlong Toei,13.73684,100.55488,Private room,1500,7,0,,0.0,1,365,0,0,0,Short
1341114,Five artist loft apartments,7273604,Nim,Bang Na,13.67826,100.60592,Entire home/apt,1750,28,0,,0.0,2,365,0,0,0,Short
811670,Lovely quaint Bangkok home,4268095,Ann,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,26,2022-12-11,0.22,1,336,2,29,58000,Short
1341890,"MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!",7278395,Niramol,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,53,2022-12-06,0.46,8,127,7,238,211344,Short
818612,Budget price but 5 star value near new skytrain,822284,Rae And Charlie,Bang Sue,13.83148,100.52151,Entire home/apt,1000,3,7,2017-05-12,0.06,7,146,0,219,219000,Short
