listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,booked_365,revenue,rent_term
21299822,Private room near BTS in Silom area Bangkok,16210515,Vice,Bang Rak,13.72565,100.52202,Private room,1000,1,3,2018-08-24,0.05,5,263,0,102,102000,Short
21558116,Nesuto twin bed room  @ Ramkamhaeng 52,45317116,Ampapan,Bang Kapi,13.75891,100.64224,Private room,650,1,1,2018-10-21,0.02,6,365,0,0,0,Short
21891673,Premium fully furnish and comfortable townhome,159724797,กุลกัญญา,Bang Khen,13.85417,100.60746,Entire home/apt,4500,1,1,2018-05-19,0.02,2,180,0,185,832500,Short
21892849,Extra large room near Khaosan up to 6 people #3,59874191,Angela,Pom Prap Sattru Phai,13.75784,100.5079,Entire home/apt,949,1,64,2022-12-22,1.29,10,343,8,22,20878,Short
21558543,"Nesuto XXL size bunkbed @ Ramkamhaeng 52, Bangkok",45317116,Ampapan,Bang Kapi,13.75828,100.64239,Private room,1500,1,0,,0.0,6,365,0,0,0,Short
21902299,Extra large room near Khaosan up to 6 people #2,59874191,Angela,Pom Prap Sattru Phai,13.75784,100.5079,Entire home/apt,858,1,212,2022-12-26,3.49,10,323,27,42,36036,Short
21902645,Extra large room near Khaosan up to 6 people #4,59874191,Angela,Pom Prap Sattru Phai,13.75784,100.5079,Entire home/apt,949,1,186,2022-12-25,3.07,10,333,24,32,30368,Short
21906451,1 BR (4Pax) at MRT Huai Khwang+Airport pick up,10047160,Fai,Huai Khwang,13.7785,100.57391,Entire home/apt,1558,90,66,2020-03-14,1.07,5,365,0,0,0,Long
21558862,Nesuto Polka dot queensize bed@ Ramkamhaeng 52,45317116,Ampapan,Bang Kapi,13.76051,100.64379,Private room,750,1,1,2019-04-04,0.02,6,364,0,1,750,Short
21561329,"Comfy Room, 2min to BTS, BITEC,Free WiFi-Netflix",64268426,Chotiwat,Bang Na,13.6682,100.60364,Entire home/apt,629,2,24,2022-01-09,0.39,1,0,3,365,229585,Short
21301088,boutique hotel less than 1km distance from BTS,109380260,Kritsada,Khlong San,13.72538,100.49535,Private room,800,14,1,2018-01-15,0.02,1,365,0,0,0,Short
21568058,Second Home,156839109,Anucha,Ratchathewi,13.75897,100.54442,Private room,1500,4,0,,0.0,1,365,0,0,0,Short
21316704,We Condo,154280205,Narumol,Bang Kapi,13.81574,100.62819,Entire home/apt,599,2,1,2017-10-29,0.02,2,0,0,365,218635,Short
21317186,City Room 2 mins from MRT Suthisan Station,154295543,Sarita,Huai Khwang,13.79073,100.57457,Private room,1000,1,0,,0.0,1,180,0,185,185000,Short
21319612,Nice room/Balcony/Kitchen,135663191,Boonsri,Taling Chan,13.78535,100.46075,Private room,2200,1,0,,0.0,1,179,0,186,409200,Short
21347910,Private Room with Shared Bathroom near Khaosan,154517750,Waewwan,Phra Nakhon,13.76111,100.49707,Private room,900,1,26,2022-10-17,0.42,6,81,1,284,255600,Short
21915224,Able home sweet home,159903543,Hachi,Chatu Chak,13.80506,100.57967,Private room,1500,1,0,,0.0,1,90,0,275,412500,Short
21918200,MOVY-Private Studio Room with Shared Bathroom,67836275,MovyLodge,Ratchathewi,13.75259,100.53176,Private room,1454,1,1,2019-01-09,0.02,8,357,0,8,11632,Short
21919905,MOVY-Triple Room with Shared Bathroom near BTS,67836275,MovyLodge,Ratchathewi,13.75196,100.5323,Private room,1779,1,0,,0.0,8,339,0,26,46254,Short
21928397,"Near University(KMUTT) , Park",37483497,Khongwut,Thung khru,13.64628,100.49699,Entire home/apt,678,3,0,,0.0,1,270,0,95,64410,Short
21569807,Amazing ROOM! 2beds/ Thonglor area/5mins to BTS,80288810,Mint,Vadhana,13.73463,100.58486,Entire home/apt,2200,2,0,,0.0,1,365,0,0,0,Short
21348281,"A2.7 Family room Nr Pratunam,Platinum,Airport Link",40479758,Skye,Ratchathewi,13.75554,100.54035,Private room,1557,2,132,2022-12-26,2.1,1,327,14,38,59166,Short
21349255,Cozy 8 bed mixed dorm near Khaosan Road,154517750,Waewwan,Phra Nakhon,13.76131,100.49559,Shared room,350,1,61,2022-10-03,0.96,6,179,6,186,65100,Short
21354036,Standard Double bed with private bathroom,154014557,Feel Good,Bangkok Noi,13.76919,100.48318,Private room,800,1,2,2019-05-01,0.04,6,364,0,1,800,Short
21354548,1 Person in 4-Bed Mixed Dormitory Room,154014557,Feel Good,Bangkok Noi,13.77088,100.4832,Shared room,420,1,0,,0.0,6,365,0,0,0,Short
21581697,Kate homestay bangsue wifi  market mochit subway,5285027,Kane,Bang Sue,13.81433,100.54,Private room,346,7,0,,0.0,6,90,0,275,95150,Short
21354779,1BR CONDO METRO SUTTHISAN (200M) WIFI|POOL|GYM,15079232,Fern,Huai Khwang,13.79099,100.57573,Entire home/apt,890,3,33,2020-01-09,0.58,1,326,0,39,34710,Short
21929938,ชาวสวนคลาสสิคโฮมสเตย์,160029350,Panya,Phasi Charoen,13.73754,100.43821,Private room,1080,1,1,2018-02-18,0.02,2,365,0,0,0,Short
21585438,URBAN 1 BEDROOM /WIFI /METRO /POOL&GYM /MALL,55866552,Nj,Huai Khwang,13.75351,100.58621,Entire home/apt,970,1,11,2019-08-21,0.18,3,31,0,334,323980,Short
21939571,"Opening Garden space in Bangkok No.1,Free WiFi",95537988,Keeradit,Lat Phrao,13.83423,100.62563,Entire home/apt,1300,3,68,2022-12-15,1.12,2,176,6,189,245700,Short
21942316,The Parkland Srinakarin Lakeside,160154356,Sirirat,Bang Na,13.65601,100.64535,Entire home/apt,750,7,0,,0.0,1,88,0,277,207750,Short
21942540,Big suite near Khaosan/Downtown up to 6 per. #116,59874191,Angela,Pom Prap Sattru Phai,13.75949,100.50883,Entire home/apt,899,1,81,2022-12-15,1.66,10,342,1,23,20677,Short
21942846,Big Apt near Khaosan/Grand palace Up to 6 Per.#126,59874191,Angela,Pom Prap Sattru Phai,13.75817,100.50813,Entire home/apt,899,1,49,2022-12-20,1.14,10,310,17,55,49445,Short
21942959,Big Apt near Khaosan/Grand palace Up to 6 Per.#115,59874191,Angela,Pom Prap Sattru Phai,13.75841,100.50815,Entire home/apt,899,1,131,2022-12-18,2.22,10,333,27,32,28768,Short
21952107,MOVY- 1 Capsule in 16 Female Dorm near BTS,67836275,MovyLodge,Ratchathewi,13.75212,100.53221,Shared room,485,1,12,2022-12-09,0.22,8,362,6,3,1455,Short
21952364,MOVY-4 Capsule Mixed Dorm with private Bathroom,67836275,MovyLodge,Ratchathewi,13.75428,100.53226,Shared room,577,1,2,2019-12-06,0.03,8,362,0,3,1731,Short
21953116,1 Bed in Capsule 6 Beds Mixed Dorm near BTS,67836275,MovyLodge,Ratchathewi,13.75237,100.53375,Shared room,470,1,12,2022-11-02,0.22,8,356,1,9,4230,Short
21957932,"""Serviced 1 Bed Panoramic SkyVillas""",6132593,Salvatore,Sathon,13.72096,100.52911,Entire home/apt,3757,2,30,2022-12-02,0.52,7,141,9,224,841568,Short
21597932,"Muji style Room for 5 ppl- close to BTS, ICON Siam",33800808,Sasithorn,Khlong San,13.72259,100.49495,Private room,1300,1,6,2021-04-24,0.1,3,354,0,11,14300,Short
21966715,Private Apartment (Wooden Floor) - 2 Bedroom 中文服务,138438002,Win,Vadhana,13.73272,100.58011,Entire home/apt,3500,3,19,2020-01-28,0.32,6,359,0,6,21000,Short
21599362,18,55628574,Nid,Sathon,13.71167,100.52875,Entire home/apt,3000,5,1,2018-05-11,0.02,1,181,0,184,552000,Short
21968042,Clean&Wide 45 sqm. near MRT Wongsawang & JJ.Market,160384113,EarnEarng,Bang Sue,13.830756187438965,100.53377532958984,Entire home/apt,1090,30,19,2020-02-22,0.33,1,355,0,10,10900,Long
21968415,On-anong's 1-bedroom cozy Condo place,20298960,On-Anong,Lak Si,13.86052,100.56783,Entire home/apt,700,120,3,2020-12-01,0.05,2,174,0,191,133700,Long
21968697,MOVY-1 Bed in 6 Bunk Beds Mixed Dorm near BTS,67836275,MovyLodge,Ratchathewi,13.75228,100.53222,Shared room,465,1,6,2022-12-06,0.11,8,361,4,4,1860,Short
21969000,MOVY-1 Bed in 4 Bunk Beds Mixed Dorm near BTS,67836275,MovyLodge,Ratchathewi,13.75202,100.53393,Shared room,505,1,6,2022-08-28,0.1,8,363,1,2,1010,Short
21977873,[AnotherHaus] LadyPlum - BKK airport- HuaMak sta.,52398651,Pai,Suanluang,13.73263,100.64706,Entire home/apt,1531,1,77,2022-11-23,1.26,6,354,4,11,16841,Short
21983567,Bangkok City center 3 bedroom 3 mins to BTS-15CN,105353950,Vina,Bang Rak,13.72471,100.53048,Entire home/apt,3983,1,67,2022-10-29,1.09,6,338,1,27,107541,Short
21370799,Fully Equipped 1BR Apt/BTS ThongLo/Free Wifi/,24248028,Pat,Khlong Toei,13.7219,100.57643,Entire home/apt,1890,180,3,2018-08-10,0.05,1,363,0,2,3780,Long
21374497,THE METROPOLIS LUXURY STUDIO@ASOKE/WIFI/BTS/MRT,79624768,Eva,Vadhana,13.73976,100.55951,Entire home/apt,2186,2,52,2022-12-14,0.83,44,83,13,282,616452,Short
21601200,Modern Living & River Font  City Center,114800947,Kim,Yan na wa,13.69113,100.54783,Entire home/apt,1710,2,18,2022-12-05,0.3,1,338,9,27,46170,Short
21992695,Bangkok Feliz Krungthon Buri,160585410,Boonchoo,Khlong San,13.72117,100.50586,Entire home/apt,1000,2,0,,0.0,1,358,0,7,7000,Short
22002024,"Condo Fuse Mobius , 28 minute to the airport.",113793239,Gritsana,Huai Khwang,13.74754,100.59896,Entire home/apt,700,180,2,2019-12-19,0.05,2,68,0,297,207900,Long
22019184,Charming 2BedRM in Center of Bangkok,145425860,Jia-Yi,Khlong Toei,13.72635,100.56357,Entire home/apt,1801,2,63,2022-12-18,1.03,5,343,16,22,39622,Short
22019790,"【FAMILY & GROUP】0-min BTS, SMART TV, WIFI, NETFLIX",30386490,N'Dee,Vadhana,13.73771,100.55988,Entire home/apt,2429,1,154,2022-12-20,2.5,23,39,27,326,791854,Short
22052635,Savi Rooms Super Deluxe studio (1) nr Bkk hospital,75693870,Savi,Huai Khwang,13.74955,100.5774,Entire home/apt,1399,1,23,2018-11-04,0.37,8,90,0,275,384725,Short
22053360,Anurak Homestay,159396688,Anurak,Thon buri,13.69899,100.48305,Private room,360,1,4,2022-12-07,0.07,3,90,1,275,99000,Short
21601258,506 Young and Beautiful,140752742,Nuwat,Huai Khwang,13.782028198242188,100.57911682128906,Private room,429,2,7,2022-03-31,0.11,8,13,2,352,151008,Short
21378386,1 Bedroom condo with kitchen and washing machine,154541309,Vimutta,Phasi Charoen,13.70926,100.45012,Private room,935,1,1,2017-12-18,0.02,1,358,0,7,6545,Short
21385931,MN: Cozy 1BR home | 5* facility | 1 min BTS,149656868,Phruks,Phasi Charoen,13.7185,100.45843,Entire home/apt,1100,1,43,2022-11-29,0.69,2,135,7,230,253000,Short
21603111,GREAT DEAL Morden Studio near BTS/MRT/NANA/ASOKE,155162971,Alex,Khlong Toei,13.72662,100.56301,Private room,1212,30,0,,0.0,1,365,0,0,0,Long
21385936,PENTHOUSE top-floor apartment,154906414,Uthaiwan,Bang Na,13.65386,100.64477,Entire home/apt,3211,3,5,2020-01-05,0.08,1,346,0,19,61009,Short
21388194,We Condo,154280205,Narumol,Bang Khen,13.84892,100.63975,Entire home/apt,750,3,5,2022-12-23,0.08,2,359,1,6,4500,Short
22054377,Shopping Center@Platinum+Siam+MBK/3 ppl/,120880881,Paniss And Penny,Ratchathewi,13.75161,100.53947,Entire home/apt,2120,2,101,2022-12-26,1.64,10,133,2,232,491840,Short
21610858,506 VIP,140752742,Nuwat,Huai Khwang,13.782007217407228,100.57918548583984,Private room,381,2,7,2022-12-15,0.12,8,19,5,346,131826,Short
21617434,BKK View Cozy Living Rich Park @ Bangson MRT,33648272,Jeenie,Bang Sue,13.82298,100.5328,Entire home/apt,495,10,85,2021-01-12,1.38,22,297,0,68,33660,Short
22055687,HUE Condo BTS Punnawithi,161093551,Jeff,Phra Khanong,13.68851,100.60785,Entire home/apt,1090,1,93,2019-02-28,1.53,3,83,0,282,307380,Short
22059372,Tripple P House,11934887,Pie,Lat Phrao,13.82318,100.6216,Private room,1000,3,0,,0.0,1,83,0,282,282000,Short
21391890,คอนโดลุมพินี พาร์ค นวมินทร์ ศรีบูรพา,154958788,Prassanee,Bang Kapi,13.78121,100.64326,Private room,990,1,0,,0.0,1,180,0,185,183150,Short
21392580,"Cozy home 17th fl., near Skytrain! 300 m. walk :)",154631519,Srirungroj,Phra Khanong,13.68965,100.61188,Entire home/apt,771,4,44,2022-12-26,0.71,1,46,10,319,245949,Short
21399698,"Cosy 2 bed condo on Sukhumvit, BTS Phra Khanong",31944740,Romain,Khlong Toei,13.71139,100.59405,Entire home/apt,1682,2,21,2022-11-26,0.34,1,289,10,76,127832,Short
21620318,"Family room for 4, only 1 min. to BTS Station.",30352838,Tossaporn,Phaya Thai,13.79387,100.55025,Private room,1765,1,0,,0.0,7,365,0,0,0,Short
21624787,"ISSARA, BEST COMFY BED & BREAKFAST IN OLD TOWN",14391623,Sasi,Phra Nakhon,13.74957,100.49764,Hotel room,350,1,90,2020-03-06,1.45,24,334,0,31,10850,Short
21399781,"Le Vanvarothai(Saladaeng Residence),BTS Saladaeng",155040936,Nattawut,Bang Rak,13.726628,100.536797,Private room,1500,1,8,2020-01-02,0.13,2,84,0,281,421500,Short
21630767,SKY-FLOOR 1 BR /30th Floor/ WIFI/ POOL&GYM /MALL,55866552,Nj,Huai Khwang,13.75571,100.57432,Entire home/apt,970,1,47,2022-11-22,0.76,3,0,7,365,354050,Short
21630771,COMFY 1 BEDROOM /WIFI /METRO /POOL&GYM /MALL,55866552,Nj,Huai Khwang,13.75517,100.57393,Entire home/apt,970,1,37,2022-10-11,0.59,3,0,4,365,354050,Short
21636719,"2.SALADAENG 1 ALLEY, BTS/MRT Silom-Siam  WiFi",47324488,Tony,Bang Rak,13.72566,100.5389,Entire home/apt,4086,1,152,2022-10-11,2.43,34,114,38,251,1025586,Short
21636890,King Bed 2min to BTS with SkyBar/Pool/Gym/Jacuzzi,20111956,Snowing,Khlong Toei,13.7113,100.59679,Entire home/apt,1697,21,50,2022-10-01,0.81,1,334,1,31,52607,Short
22070861,"En-suite 4-Bed Female Dorm, 2 mins walk to subway",160693298,Amorn,Din Daeng,13.75642,100.56426,Shared room,429,1,24,2022-09-13,0.44,4,342,9,23,9867,Short
22075328,"6-Bed Mixed Dorm, 2 mins walk to MRT subway.",160693298,Amorn,Din Daeng,13.75679,100.56442,Shared room,429,1,23,2022-12-03,0.42,4,343,1,22,9438,Short
22097083,Luxury Sky swimming pool in central,115758511,JSHome Luxury,Khlong Toei,13.72217,100.56596,Entire home/apt,1714,28,36,2022-11-15,0.66,22,56,1,309,529626,Short
22099017,LANTERN x SHOPHAUS entire 3rd fl. SOI SUKHUMVIT 31,58964862,Nuwaan,Vadhana,13.73494,100.56638,Entire home/apt,2700,2,9,2022-11-20,0.15,2,360,4,5,13500,Short
21400426,"4 Bed Female Dormitory at Good'uck Hostel, Silom",16210515,Vice,Bang Rak,13.72481,100.5215,Shared room,400,1,1,2019-01-06,0.02,5,271,0,94,37600,Short
21400484,"4 Bed mixed dormitory at Good’uck Hostel, Silom",16210515,Vice,Bang Rak,13.72444,100.52364,Shared room,400,1,2,2018-02-23,0.03,5,270,0,95,38000,Short
21407163,2 BR(5 Pax) near MRT/WIFI/Pool/Gym+Airport pick up,10047160,Fai,Chatu Chak,13.80452,100.57615,Entire home/apt,2043,90,50,2020-02-15,0.8,5,364,0,1,2043,Long
22171528,"Private Room 6-Bed with Bathroom, close to subway.",160693298,Amorn,Din Daeng,13.7567,100.56435,Private room,2200,1,2,2020-01-03,0.04,4,339,0,26,57200,Short
22172577,"MyView Apt. 229 Sukhumvit4,Samahan Alley,BTS Nana",14461657,Mind,Khlong Toei,13.73473,100.5551,Private room,2000,2,2,2019-12-31,0.04,5,352,0,13,26000,Short
21636936,Best Tourist Location in Bangkok  64 Sqm. ****,11772331,Nantiruj,Khlong Toei,13.73417,100.55567,Entire home/apt,1650,2,4,2019-09-19,0.07,5,330,0,35,57750,Short
21637166,2 Pool View Bedrooms for Families and Friends :),87205736,Thanatcha,Phasi Charoen,13.71003,100.45065,Entire home/apt,2000,1,0,,0.0,1,0,0,365,730000,Short
21637444,Best Tourist Location - Bangkok 1 Bedroom 94 sqm.,11772331,Nantiruj,Khlong Toei,13.73467,100.55551,Hotel room,1850,2,24,2022-07-13,0.44,5,330,1,35,64750,Short
21638318,✨Spacious 1BR near Siam/ChinaTown-10min walk MRT๕,36492555,Varunee,Parthum Wan,13.7443,100.51688,Private room,1247,1,30,2022-11-27,0.48,5,164,3,201,250647,Short
22100179,"cbd location, Kids friendly from EM to Siam",115758511,JSHome Luxury,Khlong Toei,13.72473,100.56704,Entire home/apt,1800,1,15,2022-12-04,0.27,22,86,4,279,502200,Short
22106916,CBD Home office /sky swimming pool-monthly flat,115758511,JSHome Luxury,Khlong Toei,13.72454,100.56682,Hotel room,2500,28,49,2022-05-15,0.81,22,88,2,277,692500,Short
22107194,Huge 2 bedrooms (Wooden Floor) in Thong Lo 中文服务,138438002,Win,Vadhana,13.73415,100.58128,Entire home/apt,3199,5,19,2022-12-02,0.31,6,325,2,40,127960,Short
21648541,Happy condo Ladprao 101 (by Saranpart),63553830,Saranpart,Bang Kapi,13.78963,100.62782,Entire home/apt,700,60,0,,0.0,1,365,0,0,0,Long
22110378,"Superb one bed room in CBD, Brand new furniture",161183511,Juliette,Khlong Toei,13.71015,100.59278,Private room,5000,3,2,2017-12-25,0.03,1,365,0,0,0,Short
22173614,Fully furnished near sky train,136338270,Puttida,Vadhana,13.73609,100.56478,Private room,2650,1,0,,0.0,1,89,0,276,731400,Short
22181045,"Apartment with great city view 5 Min.2 BTS, Mall.",162044864,Dusit,Thon buri,13.71693,100.4817,Entire home/apt,660,14,12,2022-09-24,0.21,2,329,3,36,23760,Short
22181208,Unique 270°Pano CBD view@Silom Sathon a min to BTS,162047813,Phon PAUL,Bang Rak,13.72245,100.52761,Entire home/apt,1650,15,118,2022-11-27,1.94,1,285,3,80,132000,Short
21649839,"Walk to Bite&BTSBangna,Fitness&Pool FreeTM30 #A3",92983236,Maoh Maoh,Bang Na,13.66457,100.60465,Entire home/apt,1250,28,24,2022-11-22,0.39,4,28,2,337,421250,Short
21652039,PAMAhouse : Room for Family or Friends 4 persons,137954329,Kasipa,Khlong San,13.71128,100.49875,Private room,1500,1,1,2018-03-17,0.02,9,350,0,15,22500,Short
21652305,"TC Green CONDO 1 BR, 23th fl., Near MTR/RCA",28625777,Jib,Huai Khwang,13.75639,100.57256,Entire home/apt,1000,30,0,,0.0,2,149,0,216,216000,Long
21667524,DD Rooms & Cafe (Twin Room),157714185,สุวรรณา,Bangkok Noi,13.74908,100.46939,Private room,900,1,1,2019-02-02,0.02,6,180,0,185,166500,Short
21667553,Double D Rooms & Cafe (Family Room),157714185,สุวรรณา,Bangkok Noi,13.749,100.47076,Private room,1500,1,0,,0.0,6,178,0,187,280500,Short
21667727,"T1#FreeTM30,WalktoBangna BTS, Skydeck,Fitness,Pool",157475536,Tutu,Bang Na,13.66677,100.60543,Entire home/apt,1250,7,12,2022-06-11,0.19,1,0,2,365,456250,Short
22185668,Architect's House near Chatuchak Market,162090996,Pummaree,Chatu Chak,13.80243,100.55984,Entire home/apt,4000,1,140,2021-05-01,2.29,1,0,0,365,1460000,Short
22186491,"Just renovated!MRT TCC,big swimming pool",3757079,Nadapat,Din Daeng,13.76975,100.57141,Private room,707,2,3,2022-11-15,0.05,1,63,1,302,213514,Short
22110916,4pax★nest at Rama3★BRT Wat Dan★15mins to Asiatique,43198653,Fon,Yan na wa,13.67276,100.54216,Entire home/apt,1350,3,21,2022-12-24,0.35,1,265,4,100,135000,Short
22125527,The parkland condominium,152786916,Piti,Bang Na,13.65423,100.64698,Private room,1500,30,0,,0.0,1,365,0,0,0,Long
21669676,ที่พักสะอาด ใกล้แหล่งบันเทิง ห้องนอนวิวสระว่ายน้ำ,157737165,สุวิทย์,Pra Wet,13.69773,100.65164,Private room,990,1,1,2017-11-13,0.02,1,365,0,0,0,Short
22130317,Yu Sabay (cheapest room for rent),161656752,Peachana,Bang Sue,13.82279,100.5358,Private room,1350,1,0,,0.0,1,365,0,0,0,Short
22132208,"ISSARA, BEST BED&BREAKFAST IN OLD TOWN",14391623,Sasi,Phra Nakhon,13.74763,100.49751,Hotel room,350,1,8,2022-12-02,0.13,24,336,1,29,10150,Short
22195842,Fully furnished opposite Central Ladprao,162186248,Oratai,Chatu Chak,13.81552,100.55988,Private room,1999,120,0,,0.0,3,365,0,0,0,Long
22196179,Bangkok Horizon(close to BTS Bangwa/Seacon Bangkae,162043299,Harman,Bang Khae,13.69589,100.39702,Private room,500,1,0,,0.0,1,88,0,277,138500,Short
22196253,Cozy 2BR/WIFI/POOL/BTSThonglor-Hippest District.,4995462,Kay,Vadhana,13.74012,100.58543,Entire home/apt,1773,4,36,2020-02-28,0.59,1,301,0,64,113472,Short
21669858,Studio Room 10 mins to Don Mueang Airport (DMK),35462876,Wuthiphon,Lak Si,13.86942,100.57981,Private room,750,1,175,2022-12-05,2.81,9,364,11,1,750,Short
22196441,Udee Bangkok Hostel (Double en-suite),162192142,Wanchai,Phaya Thai,13.79289,100.54549,Private room,890,1,2,2019-03-11,0.03,1,0,0,365,324850,Short
22217367,Family 8 beds room (2nd),30682777,Golden Mountain Hostel,Pom Prap Sattru Phai,13.7533,100.50617,Private room,3200,1,3,2019-03-26,0.05,9,330,0,35,112000,Short
22142840,Baan Mek Mok @Soi Sukhumvit 64,159375409,Mok,Phra Khanong,13.68978,100.60393,Private room,650,1,6,2020-03-16,0.1,13,118,0,247,160550,Short
21670754,4 Person in Family Room with Shared Bathroom,154014557,Feel Good,Bangkok Noi,13.76958,100.48335,Shared room,1300,1,0,,0.0,6,365,0,0,0,Short
22143833,"@ Sukhumvit64 #BTS,30 Mins from BKK Airport",159375409,Mok,Phra Khanong,13.68978,100.60393,Private room,644,1,9,2019-02-24,0.15,13,118,0,247,159068,Short
22144221,"20% off Long Stay, Balcony, Quiet-Comfy WFH for 2",48069192,Sam,Din Daeng,13.77627,100.5594,Private room,610,1,129,2022-07-22,2.12,3,305,3,60,36600,Short
22151766,"BITEc studio, 5 mins to BTS Udomsuk",15450556,Cindy,Bang Na,13.67881,100.6141,Entire home/apt,500,7,8,2022-11-04,0.13,18,67,1,298,149000,Short
21674230,"Spacious w stunting views,entire  place,high floor",143803490,Motazbelah,Din Daeng,13.75993,100.56204,Entire home/apt,899,60,0,,0.0,1,174,0,191,171709,Long
22155424,Fully Cozy Room,161504514,Sorawit,Lat Krabang,13.72088,100.72019,Private room,1500,3,1,2017-12-19,0.02,1,90,0,275,412500,Short
22156499,Cozy room near BTS,50194444,Rosa,Bang Na,13.65703,100.60898,Private room,699,1,1,2017-12-21,0.02,1,90,0,275,192225,Short
22156917,"1br@BTS PhromPhong,Skytop pool/Gym@50F,NetFlix",5984433,Sunnot,Khlong Toei,13.72089,100.56862,Entire home/apt,1608,21,74,2020-04-06,1.23,19,83,0,282,453456,Short
22222063,Luxury condo 200m. to MRT with Pool and GYM,3823188,North,Huai Khwang,13.76138,100.56781,Entire home/apt,1786,28,76,2022-07-16,1.26,2,148,1,217,387562,Short
22228143,❤ Cozy Studio Across From Asiatique Night Market.❤,3346331,Bee,Bang Kho laen,13.70378,100.50618,Entire home/apt,910,2,106,2022-12-09,1.75,7,325,19,40,36400,Short
22230666,Cozy room Only 150 m.to BTS Bangna~ Near Malls,5235423,SugriYo,Bang Na,13.67391,100.60778,Private room,936,3,11,2022-12-12,0.3,1,353,7,12,11232,Short
21684885,Minimal Room for 4-8pax at BTS Wongwianyai,33800808,Sasithorn,Khlong San,13.7232,100.49555,Private room,1600,1,2,2020-01-28,0.03,3,176,0,189,302400,Short
22232204,BACKPACKER Budget Apartment 1,101227692,Ken,Din Daeng,13.7939488,100.5710429,Private room,561,1,153,2022-12-06,2.5,10,357,11,8,4488,Short
22161613,1 minute walking to MRT RAMA9,135670273,Jangploy,Huai Khwang,13.75653,100.56621,Private room,2100,1,0,,0.0,1,180,0,185,388500,Short
22166312,"Japanese Loft, 5 Mins to BTS Skytrain",6906718,Anne Araya,Phra Khanong,13.69968,100.60775,Private room,880,1,12,2019-11-04,0.2,25,0,0,365,321200,Short
21688691,"Affordable, but comfortable",109587365,Luis,Vadhana,13.73701,100.58652,Shared room,350,1,0,,0.0,1,89,0,276,96600,Short
22168424,Bangkok comfortable residence(Close to MRT  2 min),158773709,Atom,Chatu Chak,13.80638,100.57269,Entire home/apt,1098,20,14,2018-07-16,0.23,2,0,0,365,400770,Short
21692397,Cozy 1 BR / 2 minutes from BTS Chongnonsri station,27135144,Kulthida,Bang Rak,13.72483,100.52936,Entire home/apt,1400,30,5,2022-11-21,0.09,1,339,2,26,36400,Long
22169512,LPN Rama4 / Kluaynamthai,10516482,Monlada,Khlong Toei,13.71206,100.58335,Entire home/apt,1000,3,9,2020-01-23,0.16,2,130,0,235,235000,Short
22169732,Sukhumvit59Heritage 1Bedroom condo,10516482,Monlada,Vadhana,13.72399,100.58087,Entire home/apt,1700,7,2,2019-03-04,0.04,2,339,0,26,44200,Short
22234154,"Ratana hostel 1 room
for 4-6 person share bathroom",37534445,Chowey,Pom Prap Sattru Phai,13.75673,100.50712,Shared room,1300,1,3,2021-12-11,0.05,1,357,0,8,10400,Short
22234460,SB Place @Nak Niwat 16,162062489,Chawakorn,Lat Phrao,13.80644,100.60905,Private room,550,1,0,,0.0,1,365,0,0,0,Short
22234719,The Terrace Service Apartment,162480274,Saowaluk,Bang Kapi,13.76392,100.65214,Private room,950,1,1,2018-01-12,0.02,1,365,0,0,0,Short
21706891,Forty Seven  View by pattiya,112396661,Patty,Bang Rak,13.72181,100.51624,Private room,2100,3,1,2017-12-12,0.02,1,360,0,5,10500,Short
22243750,"Great location,Nice view,Brand new,near skytrain",81703942,Alisa,Vadhana,13.72717,100.59672,Private room,1490,2,0,,0.0,1,0,0,365,543850,Short
21715651,"Baan Vaneeda, antique house w/secluded garden 104",60553853,Time,Phra Nakhon,13.75789,100.50445,Private room,1500,1,54,2022-12-08,0.89,4,145,19,220,330000,Short
22251564,"My parents place , Chao Phraya River",52053618,Sue,Bang Phlat,13.76509,100.49018,Private room,3900,5,7,2021-05-05,0.12,4,158,0,207,807300,Short
21717618,506 Love You to the Moon and Back.,140752742,Nuwat,Huai Khwang,13.782069206237791,100.5791015625,Private room,479,2,10,2022-12-08,0.16,8,23,6,342,163818,Short
22252329,Stylish private room next to BTS Thonglor,25124747,Travellers,Vadhana,13.725,100.57838,Private room,900,1,8,2022-09-26,0.13,2,180,1,185,166500,Short
22488628,Best Price/Sukhumvit/BTS Phrom Phong 5min/balcony,164926087,Ayano,Khlong Toei,13.72899,100.5719,Private room,571,1,38,2022-11-27,0.63,3,66,8,299,170729,Short
21724694,Private room for 2 persons at Nana station,9219499,Wannee,Vadhana,13.74195,100.55532,Private room,1400,1,11,2022-11-06,0.18,4,354,2,11,15400,Short
21724957,GREAT VIEWS! Luxury Penthouse 2BR Sathon near BTS,65571016,Kiattisak,Sathon,13.71932,100.53856,Entire home/apt,2500,7,54,2022-12-11,0.87,1,250,8,115,287500,Short
22490370,Standard Room : Tea Room (Room 3),164923659,1905 Heritage Corner,Phra Nakhon,13.75164,100.49709,Hotel room,4400,28,0,,0.0,3,365,0,0,0,Short
22500325,302 - The Jatu Standard @Maneeya Park,13598910,David,Bang Na,13.68296,100.61304,Hotel room,2200,3,1,2019-06-07,0.02,7,365,0,0,0,Short
